amine,carboxylic acid,product,conversion,gt,pred,prob
CC(NC(C)c1ccccc1)c1ccccc1,O=C(O)c1ccnc(Cl)c1F,CC(c1ccccc1)N(C(=O)c1ccnc(Cl)c1F)C(C)c1ccccc1,0,0,1,0.55918944
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(O)c1ccnc(Cl)c1F,O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)c1ccnc(Cl)c1F,95.26,1,1,0.70439124
NN(Cc1ccccc1)c1ccccc1,O=C(O)c1ccnc(Cl)c1F,O=C(NN(Cc1ccccc1)c1ccccc1)c1ccnc(Cl)c1F,55.24,1,1,0.67549086
c1ccc2sc(N3CCNCC3)nc2c1,O=C(O)c1ccnc(Cl)c1F,O=C(c1ccnc(Cl)c1F)N1CCN(c2nc3ccccc3s2)CC1,87.66,1,1,0.94325227
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C(O)c1ccnc(Cl)c1F,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)c1ccnc(Cl)c1F,47.24,1,1,0.8416597
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C(O)c1ccnc(Cl)c1F,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2ccnc(Cl)c2F)C(C)(C)C1,0,0,0,0.32899147
C1=Cc2ccccc2NCc2ccccc21,O=C(O)c1ccnc(Cl)c1F,O=C(c1ccnc(Cl)c1F)N1Cc2ccccc2C=Cc2ccccc21,0,0,0,0.3909356
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(O)c1ccnc(Cl)c1F,O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1NC(=O)c1ccnc(Cl)c1F,0,0,0,0.4306164
Cc1onc(N)c1C,O=C(O)c1ccnc(Cl)c1F,Cc1onc(NC(=O)c2ccnc(Cl)c2F)c1C,0,0,0,0.38213238
Nc1ccccc1C#Cc1ccccc1,O=C(O)c1ccnc(Cl)c1F,O=C(Nc1ccccc1C#Cc1ccccc1)c1ccnc(Cl)c1F,48.2,1,1,0.5776734
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C(O)c1ccnc(Cl)c1F,CCOc1cc(NC(=O)c2ccnc(Cl)c2F)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.2365796
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C(O)c1ccnc(Cl)c1F,O=C(c1ccnc(Cl)c1F)N1CCCC1C(O)(c1ccccc1)c1ccccc1,0,0,1,0.59237754
C1CCC(NC2CCCCC2)CC1,O=C(O)c1ccnc(Cl)c1F,O=C(c1ccnc(Cl)c1F)N(C1CCCCC1)C1CCCCC1,0,0,0,0.4518063
COc1cccc(Nc2ccccc2)c1,O=C(O)c1ccnc(Cl)c1F,COc1cccc(N(C(=O)c2ccnc(Cl)c2F)c2ccccc2)c1,0,0,0,0.40463588
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C(O)c1ccnc(Cl)c1F,O=C(c1ccnc(Cl)c1F)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,100,1,1,0.91385835
COc1cccc(C(N)=S)c1,O=C(O)c1ccnc(Cl)c1F,COc1cccc(C(=S)NC(=O)c2ccnc(Cl)c2F)c1,0,0,1,0.5061857
CC(N)c1ccccc1Br,O=C(O)c1ccnc(Cl)c1F,CC(NC(=O)c1ccnc(Cl)c1F)c1ccccc1Br,100,1,1,0.8611278
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)Nc2c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3F)c(F)c2F)nnn1-c1ccc(C2CC2)cc1Cl,0,0,0,0.10315132
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N2CCCC2C(O)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nnn1-c1ccc(C2CC2)cc1Cl,100,1,0,0.16608082
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)Nc2ncc(Br)cc2OC(C)c2c(Cl)ccc(F)c2Cl)nnn1-c1ccc(C2CC2)cc1Cl,0,0,0,0.12363563
CC(NC(C)c1ccccc1)c1ccccc1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N(C(C)c2ccccc2)C(C)c2ccccc2)nnn1-c1ccc(C2CC2)cc1Cl,0,0,0,0.1945861
Nc1ccccc1-c1nc2ccccc2[nH]1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)nnn1-c1ccc(C2CC2)cc1Cl,58.5,1,1,0.54250664
NN(Cc1ccccc1)c1ccccc1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)NN(Cc2ccccc2)c2ccccc2)nnn1-c1ccc(C2CC2)cc1Cl,100,1,0,0.43092793
c1ccc2sc(N3CCNCC3)nc2c1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N2CCN(c3nc4ccccc4s3)CC2)nnn1-c1ccc(C2CC2)cc1Cl,93.6,1,1,0.5421533
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)Nc2cc(-c3ccccc3)c(O)c(-c3ccccc3)c2)nnn1-c1ccc(C2CC2)cc1Cl,87.8,1,0,0.48674315
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2nnn(-c3ccc(C4CC4)cc3Cl)c2C)C(C)(C)C1,0,0,0,0.10664248
C1=Cc2ccccc2NCc2ccccc21,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N2Cc3ccccc3C=Cc3ccccc32)nnn1-c1ccc(C2CC2)cc1Cl,14.4,0,0,0.1747232
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)Nc2ccccc2C(=O)Oc2ccc([N+](=O)[O-])cc2)nnn1-c1ccc(C2CC2)cc1Cl,0,0,0,0.24286468
Cc1onc(N)c1C,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1onc(NC(=O)c2nnn(-c3ccc(C4CC4)cc3Cl)c2C)c1C,0,0,0,0.23579521
Nc1ccccc1C#Cc1ccccc1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)Nc2ccccc2C#Cc2ccccc2)nnn1-c1ccc(C2CC2)cc1Cl,76.58,1,0,0.36983153
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,CCOc1cc(NC(=O)c2nnn(-c3ccc(C4CC4)cc3Cl)c2C)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.15149853
OC(c1ccccc1)(c1ccccc1)C1CCCN1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N2CCCC2C(O)(c2ccccc2)c2ccccc2)nnn1-c1ccc(C2CC2)cc1Cl,0,0,0,0.22975424
C1CCC(NC2CCCCC2)CC1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N(C2CCCCC2)C2CCCCC2)nnn1-c1ccc(C2CC2)cc1Cl,0,0,0,0.15643251
COc1cccc(Nc2ccccc2)c1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,COc1cccc(N(C(=O)c2nnn(-c3ccc(C4CC4)cc3Cl)c2C)c2ccccc2)c1,0,0,0,0.14274769
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)nnn1-c1ccc(C2CC2)cc1Cl,92.7,1,1,0.56568277
COc1cccc(C(N)=S)c1,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,COc1cccc(C(=S)NC(=O)c2nnn(-c3ccc(C4CC4)cc3Cl)c2C)c1,0,0,0,0.1849103
CC(N)c1ccccc1Br,Cc1c(C(=O)O)nnn1-c1ccc(C2CC2)cc1Cl,Cc1c(C(=O)NC(C)c2ccccc2Br)nnn1-c1ccc(C2CC2)cc1Cl,100,1,1,0.54583883
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3F)c(F)c2F)CC1,0,0,0,0.23238426
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(O)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,0,0,1,0.5389816
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(Oc1cc(Br)cnc1NC(=O)C(Cc1ccccc1)NC(=O)C1CCC(C(C)C)CC1)c1c(Cl)ccc(F)c1Cl,0,0,0,0.1628821
CC(NC(C)c1ccccc1)c1ccccc1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N(C(C)c2ccccc2)C(C)c2ccccc2)CC1,0,0,0,0.41213337
Nc1ccccc1-c1nc2ccccc2[nH]1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)CC1,89.2,1,1,0.86131716
NN(Cc1ccccc1)c1ccccc1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)NN(Cc2ccccc2)c2ccccc2)CC1,89.2,1,1,0.6572229
c1ccc2sc(N3CCNCC3)nc2c1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N2CCN(c3nc4ccccc4s3)CC2)CC1,100,1,1,0.86578566
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2cc(-c3ccccc3)c(O)c(-c3ccccc3)c2)CC1,96,1,1,0.91159415
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)C(Cc2ccccc2)NC(=O)C2CCC(C(C)C)CC2)C(C)(C)C1,0,0,0,0.108778544
C1=Cc2ccccc2NCc2ccccc21,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N2Cc3ccccc3C=Cc3ccccc32)CC1,0,0,1,0.58371973
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccccc2C(=O)Oc2ccc([N+](=O)[O-])cc2)CC1,0,0,0,0.46717384
Cc1onc(N)c1C,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,Cc1onc(NC(=O)C(Cc2ccccc2)NC(=O)C2CCC(C(C)C)CC2)c1C,0,0,0,0.36645874
Nc1ccccc1C#Cc1ccccc1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccccc2C#Cc2ccccc2)CC1,100,1,1,0.6604793
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CCOc1cc(NC(=O)C(Cc2ccccc2)NC(=O)C2CCC(C(C)C)CC2)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.42245263
OC(c1ccccc1)(c1ccccc1)C1CCCN1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(O)(c2ccccc2)c2ccccc2)CC1,75.7,1,1,0.6746196
C1CCC(NC2CCCCC2)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N(C2CCCCC2)C2CCCCC2)CC1,0,0,0,0.3599644
COc1cccc(Nc2ccccc2)c1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,COc1cccc(N(C(=O)C(Cc2ccccc2)NC(=O)C2CCC(C(C)C)CC2)c2ccccc2)c1,0,0,0,0.20237656
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)CC1,100,1,1,0.8951033
COc1cccc(C(N)=S)c1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,COc1cccc(C(=S)NC(=O)C(Cc2ccccc2)NC(=O)C2CCC(C(C)C)CC2)c1,0,0,0,0.19414242
CC(N)c1ccccc1Br,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(NC(=O)C(Cc1ccccc1)NC(=O)C1CCC(C(C)C)CC1)c1ccccc1Br,80.4,1,1,0.65367615
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.059380043
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.20318241
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(O)C(O)(c1ccccc1)C1CCCC1,CC(Oc1cc(Br)cnc1NC(=O)C(O)(c1ccccc1)C1CCCC1)c1c(Cl)ccc(F)c1Cl,0,0,0,0.05236979
CC(NC(C)c1ccccc1)c1ccccc1,O=C(O)C(O)(c1ccccc1)C1CCCC1,CC(c1ccccc1)N(C(=O)C(O)(c1ccccc1)C1CCCC1)C(C)c1ccccc1,0,0,0,0.14529236
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.37635788
NN(Cc1ccccc1)c1ccccc1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(NN(Cc1ccccc1)c1ccccc1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.28153732
c1ccc2sc(N3CCNCC3)nc2c1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(N1CCN(c2nc3ccccc3s2)CC1)C(O)(c1ccccc1)C1CCCC1,0,0,1,0.57740194
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.3942081
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C(O)C(O)(c1ccccc1)C1CCCC1,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)C(O)(c2ccccc2)C2CCCC2)C(C)(C)C1,0,0,0,0.13730669
C1=Cc2ccccc2NCc2ccccc21,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(N1Cc2ccccc2C=Cc2ccccc21)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.19977541
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1NC(=O)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.14052415
Cc1onc(N)c1C,O=C(O)C(O)(c1ccccc1)C1CCCC1,Cc1onc(NC(=O)C(O)(c2ccccc2)C2CCCC2)c1C,0,0,0,0.089403756
Nc1ccccc1C#Cc1ccccc1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(Nc1ccccc1C#Cc1ccccc1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.24192512
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C(O)C(O)(c1ccccc1)C1CCCC1,CCOc1cc(NC(=O)C(O)(c2ccccc2)C2CCCC2)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.09636103
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(N1CCCC1C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.28242162
C1CCC(NC2CCCCC2)CC1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(N(C1CCCCC1)C1CCCCC1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.15161847
COc1cccc(Nc2ccccc2)c1,O=C(O)C(O)(c1ccccc1)C1CCCC1,COc1cccc(N(C(=O)C(O)(c2ccccc2)C2CCCC2)c2ccccc2)c1,0,0,0,0.051124845
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C(O)C(O)(c1ccccc1)C1CCCC1,O=C(N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1)C(O)(c1ccccc1)C1CCCC1,0,0,0,0.4317609
COc1cccc(C(N)=S)c1,O=C(O)C(O)(c1ccccc1)C1CCCC1,COc1cccc(C(=S)NC(=O)C(O)(c2ccccc2)C2CCCC2)c1,0,0,0,0.068830855
CC(N)c1ccccc1Br,O=C(O)C(O)(c1ccccc1)C1CCCC1,CC(NC(=O)C(O)(c1ccccc1)C1CCCC1)c1ccccc1Br,0,0,0,0.35916865
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,0,0,0,0.067342885
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,73.2,1,0,0.4986774
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(Oc1cc(Br)cnc1NC(=O)c1sccc1NC(=O)OC(C)(C)C)c1c(Cl)ccc(F)c1Cl,0,0,0,0.22592917
CC(NC(C)c1ccccc1)c1ccccc1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(c1ccccc1)N(C(=O)c1sccc1NC(=O)OC(C)(C)C)C(C)c1ccccc1,0,0,0,0.4492621
Nc1ccccc1-c1nc2ccccc2[nH]1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1,0,0,1,0.6083451
NN(Cc1ccccc1)c1ccccc1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)NN(Cc1ccccc1)c1ccccc1,0,0,0,0.46468943
c1ccc2sc(N3CCNCC3)nc2c1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)N1CCN(c2nc3ccccc3s2)CC1,96,1,1,0.9074086
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,84.3,1,1,0.70881003
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2sccc2NC(=O)OC(C)(C)C)C(C)(C)C1,0,0,0,0.28309625
C1=Cc2ccccc2NCc2ccccc21,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)N1Cc2ccccc2C=Cc2ccccc21,0,0,0,0.3453994
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,0,0,0,0.28174046
Cc1onc(N)c1C,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,Cc1onc(NC(=O)c2sccc2NC(=O)OC(C)(C)C)c1C,0,0,0,0.30282664
Nc1ccccc1C#Cc1ccccc1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)Nc1ccccc1C#Cc1ccccc1,0,0,0,0.3682359
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CCOc1cc(NC(=O)c2sccc2NC(=O)OC(C)(C)C)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.09423896
OC(c1ccccc1)(c1ccccc1)C1CCCN1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1,26.5,1,1,0.6366711
C1CCC(NC2CCCCC2)CC1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)N(C1CCCCC1)C1CCCCC1,0,0,0,0.3753587
COc1cccc(Nc2ccccc2)c1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,COc1cccc(N(C(=O)c2sccc2NC(=O)OC(C)(C)C)c2ccccc2)c1,0,0,0,0.24979042
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(C)(C)OC(=O)Nc1ccsc1C(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,71.1,1,1,0.83410925
COc1cccc(C(N)=S)c1,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,COc1cccc(C(=S)NC(=O)c2sccc2NC(=O)OC(C)(C)C)c1,0,0,0,0.3423676
CC(N)c1ccccc1Br,CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,CC(NC(=O)c1sccc1NC(=O)OC(C)(C)C)c1ccccc1Br,58.9,1,1,0.77381355
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O=C(Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F)c1ccccc1N1C(=O)c2ccccc2C1=O,0,0,0,0.116345994
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1c1ccccc1C(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,63.5,1,0,0.37526757
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,CC(Oc1cc(Br)cnc1NC(=O)c1ccccc1N1C(=O)c2ccccc2C1=O)c1c(Cl)ccc(F)c1Cl,0,0,0,0.14198503
CC(NC(C)c1ccccc1)c1ccccc1,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,CC(c1ccccc1)N(C(=O)c1ccccc1N1C(=O)c2ccccc2C1=O)C(C)c1ccccc1,0,0,0,0.34096417
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)c1ccccc1N1C(=O)c2ccccc2C1=O,23.5,1,1,0.5273008
NN(Cc1ccccc1)c1ccccc1,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O=C(NN(Cc1ccccc1)c1ccccc1)c1ccccc1N1C(=O)c2ccccc2C1=O,0,0,0,0.39809713
c1ccc2sc(N3CCNCC3)nc2c1,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O=C(c1ccccc1N1C(=O)c2ccccc2C1=O)N1CCN(c2nc3ccccc3s2)CC1,91.3,1,1,0.90210915
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)c1ccccc1N1C(=O)c2ccccc2C1=O,75.2,1,1,0.7260307
